Measurements.Samples,Spot.238812,Spot.238813,Spot.238814,Spot.238815,Spot.238816,Spot.238817,Spot.238818,Spot.238819,Spot.238820,Spot.238821,Spot.238822,Spot.238823,Spot.238824,Spot.238825,Spot.238826,Spot.238827,Spot.238828,Spot.238864,Spot.238865,Spot.238866,Spot.238867,Spot.238868,Spot.238869,Spot.238871,Spot.238873,Spot.238875,Spot.238877,Spot.238878,Spot.238879,Spot.238880,Spot.238881,Spot.238882,Spot.238883,Spot.238884,Spot.238885,Spot.238886,Spot.238887,Spot.238892,Spot.238893,Spot.238894,Spot.238895,Spot.238896,Spot.238897,Spot.238898,Spot.238899,Spot.238929,Spot.238930,Spot.238931,Spot.238932,Spot.238933,Spot.238934,Spot.238935,Spot.238936,Spot.238937,Spot.238939,Spot.238944,Spot.238949,Spot.238970,Spot.238971,Spot.238972,Spot.238973,Spot.239001,Spot.239002,Spot.239003,Spot.239004,Spot.239005,Spot.239006,Spot.239007,Spot.239008,Spot.239048,Spot.239049,Spot.239050,Spot.239051,Spot.239076,Spot.239077,Spot.239078,Spot.239128,Spot.239129,Spot.239130,Spot.239154,Spot.239210,Spot.239211,Spot.239233,Spot.239234,Spot.239293,Spot.239294,Spot.239295,Spot.239378,Spot.239379,Spot.239380,Spot.239465,Spot.239466,Spot.239467,Spot.239554,Spot.239555,Spot.239556,Spot.239645,Spot.239646,Spot.239736,Spot.239737,Spot.239831,Spot.239832,Spot.239926,Spot.239927,Spot.240023,Spot.240024,Spot.240122,Spot.240123,Spot.240124,Spot.240224,Spot.240327,Spot.240328,Spot.240432,Spot.240433,Spot.240538,Spot.240646,Spot.240756,Spot.240757,Spot.240869,Spot.240982,Spot.241096,Spot.241212,Spot.241328,Spot.241329,Spot.241446,Spot.241564,Spot.241565
AA_0,43976.05984,40488.79274,26786.66037,47120.83042,49410.92603,41046.79759,44576.89151,44374.93707,28999.11536,34329.43397,28872.94867,39779.3905,57556.34681,45634.17296,31595.99286,40344.35186,32680.24882,24083.6689,37540.6823,34019.30151,42938.51766,54530.44027,26538.26747,58763.86061,40339.37499,45216.41578,34041.08022,24554.52308,62623.75363,46608.24604,41367.55612,29786.25302,31171.17766,61281.22739,34592.74399,40048.7305,35417.22275,35182.96545,35127.92957,31078.13542,41493.01241,36845.32239,44652.79059,39620.88907,30658.86298,47131.95477,32934.64907,25312.83386,34786.44142,47623.88642,33755.79112,38558.14576,32312.59019,34023.38679,35802.76124,33043.10273,22088.4092,26082.75395,43520.78007,24649.95524,27382.30598,34669.47991,33984.9806,42007.80593,38370.25332,37015.67824,39605.97422,40508.64885,26682.05565,51618.97312,28554.54562,32759.39886,39216.1926,37995.45835,71782.88018,27752.62369,38699.2433,33005.54028,41295.50203,41089.36389,47920.77143,45723.65728,24185.724,25048.04033,28460.94723,63889.58895,36629.39439,25404.2716,44302.51193,41829.86893,28537.29768,44583.40339,39635.81972,38598.00639,52071.03166,38589.83604,28973.7606,34980.03224,57216.13303,45265.21612,54141.48615,46869.90446,47265.81215,62227.10469,30269.6414,37642.76485,40778.10318,46127.72619,37537.15119,42804.18306,58203.41449,65860.80065,39611.93699,56508.19104,43149.38158,61790.04723,37097.55096,51973.54774,38084.88361,40925.49865,37878.23858,45278.09935,41850.34009,32263.78599,47602.74658,53148.58491,47330.71362
AA_1,14273.51161,11065.84471,9252.124533,8258.788449,13499.53739,7317.917397,11331.01573,10731.1517,11830.16662,6632.348373,8987.952284,8803.139644,14673.71208,9359.157467,8919.393203,7182.620935,6750.025263,6042.021542,7506.413308,9145.505929,10581.77534,15613.83474,8712.115042,12120.13352,6769.335228,9161.697511,9095.103717,6769.813617,7820.947353,7419.614094,8305.091168,8445.992098,4655.976059,14691.93606,7880.708913,9888.640993,8613.85374,4277.20507,4391.110424,4016.357431,7895.744783,8232.470934,7601.051611,11512.76795,8147.321148,7526.153739,7117.404657,6911.869181,11340.84262,5654.359422,8078.659666,8636.888112,7328.676568,4887.805302,11153.53418,5485.202618,4615.784346,7694.589788,10422.73437,5177.146575,6666.257104,3126.0982,5256.263511,6942.411252,7528.708054,12111.25558,9641.915189,8970.208019,6603.124486,12564.73492,7934.1778,10669.45088,14634.93772,6573.912604,11311.1977,8867.247846,8536.849941,9931.632932,8838.662962,10563.40493,16515.22055,6324.038254,4254.925232,5352.77054,8549.207063,12017.29055,8980.587913,6445.168324,8993.189399,9756.834222,4919.622316,13537.43465,12276.20235,9363.977038,7925.290362,9812.311842,5742.282003,11193.77386,18544.22037,8756.791354,10064.29734,8247.118183,10441.18308,13176.10566,9255.619864,8952.010625,10173.44421,10285.08469,9084.397278,11503.28912,10171.71,13765.18753,10097.27758,13134.42142,11233.89025,13759.69239,9564.850492,11638.32561,5384.546191,10955.24778,7164.424598,7548.552506,11318.86812,9683.578558,13043.53961,14711.27493,9965.805145
DHA_0,157956.9049,145759.351,61376.08962,72347.56008,103980.2256,99272.62497,83557.15366,64106.50808,67405.70603,66022.47936,61990.32381,78094.58682,151596.1964,59324.8373,65838.32821,110287.9609,71552.50549,70991.17822,80099.52944,100969.4468,70964.99207,130590.4558,81973.74384,107316.6878,78681.88642,113077.9986,107846.6671,84981.42743,111610.4871,97915.3916,74289.41702,59427.09604,79911.71478,99322.21655,70344.93179,62331.70464,63923.55185,54635.44065,90706.34444,42959.81932,59322.2276,62492.71817,55151.59915,59988.53008,85146.75765,88901.17675,78504.21076,62194.46289,79493.36264,84521.42456,70844.38813,80495.23539,71782.32869,61280.91998,109273.0666,78985.19922,50564.663,70846.42936,67125.29982,43845.94236,74096.21151,87032.6632,82144.60433,93601.1125,61448.13792,110663.6923,74322.87364,71028.37029,68304.73789,69818.42177,69295.02117,83255.87089,99452.17263,77128.76113,147192.3737,67216.87037,114839.1813,94525.7706,68945.83403,85682.05272,83473.69241,64526.57191,80945.22491,69514.29182,71144.4551,111629.7182,119146.4521,59270.97721,69563.82442,83244.67365,56889.39524,69943.98795,74640.57695,72550.60553,61503.04373,85542.28171,42258.12331,52271.34446,91354.77928,60595.38715,70635.58968,64213.10653,66901.8893,84478.89664,56219.58329,71097.39547,74208.61864,73244.82125,65111.09625,59965.10715,66092.39963,107527.0055,52431.54381,86682.97229,56472.74691,67566.0099,55814.20823,73969.34085,52708.56172,48745.53227,41941.70971,67848.75762,54033.86778,72747.90976,90407.69765,98001.18644,76116.67836
DHA_1,15234.57262,30839.37487,13333.22496,12279.89361,17709.81119,18025.34933,15822.53969,10852.73757,21530.69142,10059.01455,13626.82217,22416.09933,30293.89234,12894.70747,16285.33729,17068.31887,12168.9483,12076.11814,12121.47366,11954.11357,21563.91595,24988.93988,15949.67911,19238.01345,16586.66005,16592.84061,20995.63634,16334.85586,11555.33934,17452.66829,13253.15363,8855.943795,18916.98369,23798.71836,11177.4606,9618.598723,10157.53177,10066.06758,11989.5766,10258.50039,11345.44557,8920.32404,10342.03509,11604.72959,9471.838206,15849.43955,13452.08841,10054.16089,13522.03939,14939.60504,14710.75125,14710.51108,12377.36146,11159.04906,14045.26262,20516.19057,10685.51731,10516.61708,13973.65329,7933.087964,11157.96843,12284.33438,16324.2916,25836.04091,13200.12299,12516.52813,16256.99034,16057.53971,17301.42156,18425.15818,9651.485845,12218.0464,13147.85649,12715.06267,32258.01635,15147.78227,22911.75955,13272.01081,13140.25334,21006.74133,15443.85225,12918.44769,16921.04604,13067.85486,11677.67781,19839.69069,13789.97476,14555.70529,17820.94304,18623.12727,9897.946344,16588.90766,12668.07723,12875.62305,12552.22694,14129.78281,7446.21588,13773.03246,23246.52249,11529.03976,15097.14967,15941.07593,11725.76736,18975.44118,11318.42817,11580.82185,17499.72111,17781.59848,16456.52735,10457.24965,12821.25933,23778.32777,10930.9061,16605.25571,13628.45705,10768.69765,8995.85118,17041.49219,12411.35018,11000.84496,9058.132151,9658.637509,11859.46703,9732.44147,14692.64523,25076.30937,19151.66098
LPS203_0,28765.59194,26182.887,20521.22727,20561.90401,46709.92333,30102.29052,26211.89079,28449.40058,31227.18838,14784.24564,15821.32425,19003.56359,34684.02805,13140.39761,22556.29656,29245.70169,19893.51367,21771.77345,18078.06031,29471.91215,42125.09179,31495.39139,26945.24049,29419.28829,19114.97148,21393.10004,36737.51185,13507.22274,27763.36902,20015.75312,23258.52976,15324.91215,21100.48083,42728.24148,23069.35987,24952.87247,33414.00284,22084.96358,21872.39298,19018.12458,16776.56628,16768.82049,20976.27176,15923.36563,30578.12137,25191.78793,24716.18564,20387.14435,24157.99084,21356.08176,17581.59548,28641.0565,22609.91921,19851.60021,33647.62296,23109.70044,27264.19192,26109.01993,12280.22415,9747.260812,15895.44239,19235.14269,14670.73122,30940.37241,21870.27849,35120.63493,20791.08487,22197.80112,21023.60459,13232.50183,19554.67348,14825.03439,22660.68651,32155.49804,34567.88542,18243.56438,26485.02314,34654.24861,17702.21227,23048.76506,26223.13485,20066.92724,17412.67395,18945.2486,17264.41727,33791.79804,36344.56331,22095.16695,18827.5924,28615.87204,15018.91787,21539.52546,24764.56883,18629.4568,25389.84622,23908.76544,18382.94025,16333.5979,23257.51882,21174.2081,18804.77295,31242.49267,24097.21158,53068.18734,19381.37104,27954.90848,36792.95042,25233.69416,19427.78053,19705.8784,20032.06398,39548.6458,15383.64495,32122.69728,22059.9565,14266.87841,17834.09269,19898.39116,16624.68051,16703.37413,20858.55215,36083.43295,30150.45552,29915.7854,28199.1754,36467.866,24969.65408
LPS203_1,11016.20401,11304.31879,6451.430017,5577.916465,17091.59725,10332.63068,8120.145876,6812.640624,7605.12289,6384.87449,5781.889882,8023.690768,8678.477438,6771.940522,17911.27291,6477.862817,11320.0406,8524.618223,6389.856282,13639.44002,7444.555872,9837.585151,13923.67102,16820.24572,8642.968831,9708.716002,15140.95071,6034.210359,16563.76424,6289.381278,7668.91397,8246.121604,14847.13941,13733.58489,9836.846205,6104.689833,4631.1891,5023.094058,14973.38794,7571.461815,11450.51958,4922.523627,6855.814517,9385.629256,15400.73383,18035.99032,13657.3941,12100.5862,19001.48572,9909.245758,6741.400351,12378.65101,14320.83876,12364.06038,0,7950.449079,7186.597805,5597.013204,5274.625771,4195.650163,9663.622254,10810.38462,15201.76832,9048.419933,12060.50649,13611.43574,5666.503356,5889.806529,11356.63175,17132.57767,6460.942229,8385.947206,14070.24366,8109.939712,28135.30089,10012.29461,6708.437764,7370.453134,13533.854,10055.864,13962.33902,6028.298427,14501.33575,8804.341345,9923.704944,10641.89154,6400.047159,4558.994155,10742.36077,7816.449285,4545.362724,9299.961069,7050.016568,10189.80166,7088.13251,6983.331799,3648.6885,11952.28339,16979.9744,14019.27281,0,13958.76626,12695.72352,7730.675818,6768.061429,7795.126463,7718.736729,14373.42096,7108.479791,9380.877551,6926.388766,17764.42529,6788.131909,8913.693691,14313.8393,12986.12784,15122.14253,6666.473016,5191.42014,10990.67116,7715.990185,9510.29603,7580.481839,7332.218024,8699.075038,0,10227.15583
LPS203_2,0,0,4733.906365,0,6845.735614,0,6026.333301,0,0,0,0,0,8292.189342,0,0,0,0,0,5172.811831,5779.823856,0,0,5204.890249,0,4205.189232,0,0,0,0,0,0,0,0,0,4018.286398,0,0,0,5578.497159,0,0,0,0,0,4883.969483,0,0,0,0,0,0,7283.724226,0,0,0,0,0,0,0,0,0,0,0,7699.071993,0,0,0,0,0,5288.448023,0,0,7721.593489,0,8156.933591,0,0,0,0,0,0,0,0,4067.27148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7238.60674,0,0,0,6474.223436,0,0,0,0,5565.925329,0,0,6621.27331,0,0,0,0,0,0,0,0,0,0,7605.181064
Unknown1_0,126908.3486,106141.5522,65376.3137,50137.34138,122773.2828,58092.96868,73159.10482,51576.43053,50658.91809,46497.5434,56122.84709,85523.20459,101651.1538,68478.36417,68464.91305,80063.79122,66082.60564,53201.53148,48285.27058,72048.02125,52260.83087,75586.62086,45676.49052,71373.26802,48029.25997,107640.2129,96021.12079,35636.88476,63465.55109,44675.61043,51812.64255,43540.58007,69735.56826,119722.8494,40577.49684,60293.17717,37595.37729,39766.9816,58213.36748,44445.30891,42594.6,36052.24028,40280.33711,49902.43016,52825.79341,87390.58253,40508.31501,33262.24691,58363.71864,36890.49329,52202.06892,63002.87849,37524.24007,49058.59842,55365.69103,54255.32902,32938.44984,36042.31526,35908.44546,33700.13768,49456.44329,46754.52723,44846.34714,72767.01572,37303.56265,75104.23167,47821.67285,53129.38354,57929.80971,45752.50395,43685.39009,56926.42547,98390.51992,47046.65797,68391.79648,47826.08032,73901.49126,61754.74657,62237.89003,46891.00956,58104.84975,44017.92799,39603.57719,33784.18967,47208.53003,79827.12625,73805.12254,45067.72486,46964.44532,73417.70642,32153.40324,84343.16582,73236.85466,56227.28218,37811.99508,60184.60537,38353.60313,61525.69415,84930.35511,56516.61329,69298.69723,83685.84573,63599.81011,83768.04531,45945.43748,60734.28124,79023.44533,68307.61424,64147.58934,38767.92756,51435.08179,151464.8998,49195.27907,129442.2575,40004.34155,60803.71104,45306.33673,85811.89073,49444.65908,54311.73138,49037.96541,94581.70112,88449.38608,41493.21873,93546.32596,100012.7449,73193.65945
Unknown1_1,36889.28073,30712.07943,21049.99243,13344.74955,17337.36042,20492.84889,21726.73384,8753.16799,11362.29229,15758.0728,14005.41784,21264.76407,16168.03151,15960.9334,19923.93268,23550.13738,15180.96616,14434.86838,14939.44112,14146.17599,12672.58049,27635.71332,20150.81305,15957.29954,14198.17469,22117.60207,16509.1582,14635.26522,12229.19792,13683.53906,9572.423876,8975.081567,16400.77391,26168.34895,8753.487624,15979.24665,8828.545238,8624.882326,15706.47951,13080.41434,10521.64729,13340.73809,20475.74358,14368.46346,23659.94456,19453.61406,11265.30137,14858.5537,12805.82806,10219.03937,10630.90521,13564.79207,22792.88562,8295.594699,8506.921267,9380.583106,7101.482413,12974.14103,7427.524048,8021.707069,22377.05203,8498.930943,14426.57983,17311.29014,7821.619596,14918.98401,17118.2946,7921.025968,10598.23633,18433.68055,18163.41861,16802.41883,20667.79365,10908.82895,30528.89735,19279.88531,24280.61526,14344.71907,25102.51565,17589.75772,24224.57828,17322.64795,19186.30078,7793.015635,8848.06367,11751.71487,15014.35633,8883.964965,9776.429399,25795.47927,12316.65118,30823.98743,12058.3719,16988.66605,7981.860936,12074.58657,9204.676869,10523.75123,31276.72141,11744.66244,20802.77262,27825.97049,18590.67481,27416.97892,6810.944406,21472.52328,21487.60826,18469.17626,11251.36886,15299.7553,16061.84114,44615.82614,9643.693776,23686.11446,9909.009019,23511.10214,19826.6878,18038.68462,8571.461695,14566.05474,18128.53721,20763.83392,16495.11012,17301.71851,23945.91064,18232.16237,18974.28069
Unknown1_2,8354.151563,9963.748094,0,4790.700476,11954.58078,6062.016847,0,0,6313.595273,6472.223009,5432.876003,0,0,0,5646.540501,0,0,0,0,5310.970823,0,0,6626.118691,0,0,0,5800.680813,6107.963767,0,0,0,0,0,8659.992925,4250.589511,0,0,3617.021346,4555.391298,0,0,0,5642.710087,0,0,0,0,0,5153.783757,4962.403928,4985.853009,0,0,0,0,0,4201.387734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7281.16369,5618.917675,0,0,0,0,0,0,6104.191734,0,0,0,5895.823222,8665.225995,8760.04974,0,0,0,0,0,9114.503632,5865.447981,0,0,0,0,0,0,0,0,0,0,0,0,0,6658.26401,5300.787355,0,0,11982.01419,0,8798.796909,0,0,4243.017696,0,0,0,0,0,0,0,0,0,0
CerP285_0,0,7113.473132,0,0,0,5736.722547,0,0,0,0,0,0,0,0,0,0,0,0,5016.99572,0,6308.232955,0,0,0,0,0,0,3761.238934,0,5179.613321,0,0,0,0,0,6336.237434,0,3343.593086,0,0,0,0,0,0,0,0,0,0,0,0,5217.691902,0,5570.003648,0,0,0,0,4747.069725,0,0,0,0,0,6583.574575,0,0,5657.750888,0,0,0,0,4770.359871,0,5415.798102,9688.125375,4773.974259,0,0,0,0,0,0,0,0,0,8311.739884,0,0,5100.558343,0,0,0,0,0,0,0,0,0,0,0,0,0,6663.418271,0,0,0,0,0,0,0,0,10053.48125,0,0,0,0,0,7216.076619,0,0,0,0,0,5001.345469,0,0,7407.469441
CerP285_1,0,0,0,8168.876161,6647.123774,0,5771.499458,0,0,0,0,6231.830209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3989.370053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4170.016516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4745.820568,5543.084329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612.341374,0,0,4984.744826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5580.62188,4511.671442,0,0,0
LPIO170_0,65637.97179,32396.59279,25870.8412,22754.15222,32800.12535,29637.25883,26318.42831,26272.03506,37599.06144,31779.05411,42101.41319,23901.03713,33537.50924,28457.05011,26180.56563,30856.65175,20165.09116,16730.54307,28952.61002,24981.36981,24450.27331,30017.53157,27471.52491,23864.6555,46238.61782,49628.66918,42844.88161,32550.93685,26609.20415,54176.6387,40590.80152,18833.73815,26308.58819,61436.03798,22247.50874,25476.40329,22028.69918,33226.8528,30875.05252,28210.05592,34762.15368,26460.02817,32438.67152,27833.27047,49195.85144,33503.44612,22111.14537,17840.51185,39932.09149,25029.13389,22348.1311,46651.16519,20216.03734,20434.05365,28736.05868,23518.50319,22465.95935,17933.55081,21467.32221,15809.01365,24173.51759,20699.03002,18650.4644,29205.78197,17112.63129,27430.87707,27779.15865,24028.64623,19206.5239,18762.77386,36793.03265,30725.97162,54004.49661,50004.57695,68533.95626,24659.95976,27911.67523,31352.14556,40262.93782,28343.48776,25197.62335,20614.30128,35116.74236,35077.40185,37227.30807,39710.48592,71639.29581,24969.85603,32240.13197,30387.56658,21430.21676,64383.86469,33376.99076,34945.51827,26803.70206,29519.61127,18940.31338,31810.84948,55376.61102,29577.72844,47991.65646,43893.85661,23689.07577,44513.09361,42319.21342,27688.74686,40080.06127,45088.80545,31459.94024,34643.61259,34479.56508,56410.36643,20003.83513,52127.76545,31953.23037,34007.78933,32400.55583,42671.08453,26699.24511,25491.88408,24069.33436,44254.94139,40207.48098,37858.07198,37221.82625,43320.44315,38025.19442
LPIO170_1,13334.25999,14702.79984,8027.108484,11280.90907,19253.34113,8335.589053,0,14900.21489,7823.242216,8232.939805,7559.509553,15897.31013,18957.4381,8221.905289,9532.588902,15373.49876,9695.610671,5633.020761,7899.95649,22305.60347,19109.13867,11939.87988,16142.69984,0,9702.352352,10692.88723,6443.527371,9139.196143,10418.70133,7743.581825,12000.89407,9001.13212,16482.77047,15240.2636,14061.57847,10850.46952,7366.070675,15142.17316,5112.609692,5756.147018,13585.1138,9783.263069,11961.69633,15392.91607,8103.541261,17748.13037,8646.651942,8655.878282,10528.71212,8934.235007,11054.70132,13804.59644,10180.3471,13342.01626,10076.36375,11394.86912,9053.383047,15018.20513,6851.589051,4798.022167,11458.9206,11050.33137,10076.16237,8810.029446,8238.543431,14624.29301,12029.68246,10057.5662,13720.19676,9029.126369,8040.080093,10626.29595,18861.7288,17398.97724,32391.9702,15903.36229,22305.3788,16915.52311,10174.78187,17325.92728,0,9926.922518,6182.970969,6192.733996,9375.368502,12700.5598,19263.47224,10419.78897,15845.83392,15387.63146,5631.16129,10505.28452,11679.61733,12500.40187,19874.91461,23720.27858,5738.319081,9839.978429,8334.21463,11766.42819,9796.615935,14617.38651,12840.67731,30219.45371,10600.27199,14374.70344,12641.09679,8832.545427,11159.22495,10429.92305,11083.17095,38545.1044,7758.01306,19636.32867,14018.83013,15066.74203,9176.230519,11310.53254,13669.49934,6182.128003,11861.51152,24300.11788,12889.58636,11132.11591,14784.44567,30929.22445,11665.80906
LPIO170_2,0,0,0,0,0,0,0,0,0,0,5513.337144,6724.891367,8518.612514,0,0,0,0,0,6713.702344,0,0,8115.754297,0,7792.81467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5133.082529,0,5955.708648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4432.535346,0,0,0,0,0,6485.547621,0,0,0,0,0,8510.573985,0,0,0,0,0,0,0,0,0,0,0,0,5810.683021,0,0,0,0,0,0,0,0,0,0,0,0,7103.283869,0,5074.700772,0,0,0,0,0,7022.577957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LPIO182_0,178639.941,146756.7986,97363.21619,104532.4533,153662.6182,85233.9562,123974.5347,90082.17558,128020.1048,100260.1885,155749.8238,155932.0033,200043.6499,122712.63,130039.0796,148090.5738,94557.22365,91310.376,117616.5638,135845.6117,137871.0249,168214.8259,132394.1239,136031.0415,93512.68558,202314.0458,135850.2132,95930.06708,168898.3908,150577.1312,140715.1766,122781.1165,121166.0339,194847.042,163012.5428,134146.0676,109576.3319,113901.2114,125826.0706,94051.59389,132293.1331,124735.1117,110546.1072,141225.1959,86398.26301,115079.3538,131568.5121,94992.47922,128392.7381,105972.9521,147173.3754,171182.3688,112649.5154,151498.0358,118851.4998,105701.5754,89076.03405,93241.5341,137881.458,96857.40159,106060.2514,74759.06869,120122.9613,167064.9201,114400.2145,165426.4544,145025.6541,140245.7059,150740.6015,122227.6471,125888.0512,120885.396,153886.8567,117800.8804,237446.2556,117358.8447,136341.5569,125650.4597,118006.8369,113211.445,153946.2204,105236.992,72717.29166,94227.66428,113876.3926,210622.5588,150312.5505,114626.1809,150865.3432,150320.5884,99714.27026,199506.91,154651.1433,166250.4241,178765.0304,152155.9154,109775.7047,105726.2731,176806.37,144294.8311,158052.8505,123403.5186,129720.1557,245188.1084,109523.8185,178458.0331,131660.643,182240.5228,99064.90441,139230.8145,144850.9683,240740.4029,140833.4383,181905.8828,170064.6543,177532.1606,153204.905,174364.7354,131404.9948,126068.5915,126934.948,125671.1078,136653.1389,111038.5322,212433.3891,211545.6422,169542.8553
LPIO182_1,70819.35169,104935.0604,59246.56438,52845.65984,100100.0413,94097.90722,41745.72146,55664.17772,57063.00697,38724.44044,57475.47486,93544.5711,87741.88532,53023.99578,43760.4741,60349.93137,50475.97483,44622.71294,76359.62673,86448.4737,79264.35551,73975.17443,76011.61053,34818.02416,67307.18635,74363.48618,90564.66203,66530.72589,81017.39586,53543.30829,98834.00947,43900.8583,47362.5569,140377.532,47690.0857,52819.61214,71083.56235,36004.50316,74158.60669,51900.2399,52886.48449,49572.65705,78652.81865,43539.51165,43188.37722,69769.79693,67965.73054,29310.10116,55887.34353,73256.29162,48099.20309,99365.65455,67538.38582,54279.93011,41559.95352,83192.42399,49686.53091,51779.59884,52864.34937,34898.41153,40921.16328,30709.19129,52803.9431,78043.97151,53826.82316,49040.4623,46285.04616,47267.4903,50720.48545,46298.45572,76504.33748,57042.26684,86433.58531,51630.44273,96604.17559,59799.07622,43904.46203,59348.04235,57551.64841,61982.10954,60852.6495,51241.18664,39598.95063,42856.5518,72973.17568,152459.7146,67312.83082,52372.9408,56165.92442,63266.96562,48716.79885,132080.9609,80634.35754,56896.84265,54760.72253,56660.95217,37620.46381,32132.92431,105813.566,45468.79812,84965.85988,54397.92187,73929.13541,57048.38296,35613.27316,56961.27186,74167.23138,53941.95924,38793.25891,44960.90777,92170.54579,136996.7621,78687.46253,62948.30291,80015.46239,89902.81042,57547.68075,53566.15977,73673.68403,41331.1611,70098.58561,60226.3847,76577.03402,54567.27402,71746.38426,68970.97954,46750.96855
LPIO182_2,41504.28699,26978.45236,11275.56953,18478.95021,16512.93075,17752.80117,11625.13639,17886.83391,18777.17127,21915.92113,14036.2566,22196.10367,37322.77232,16313.02599,25082.7617,18096.46374,12360.05941,12636.44398,20550.23465,15031.46543,18347.188,21596.90909,20420.59322,21385.72645,10310.34147,30339.43677,34425.95766,22196.65151,24937.0528,14593.2108,21667.66399,19352.1107,17763.8091,17804.00122,30525.47573,17767.78421,15314.12559,9292.028748,16798.94069,16217.46613,16639.36415,10420.64175,20116.94877,8315.451498,19128.2723,16738.94696,19144.48611,15225.56247,27497.22465,9377.570413,13324.52103,27062.79454,15021.50303,17866.7963,15950.19087,17016.57658,12510.83251,18218.53893,18721.48351,14316.41387,13594.6702,11589.84776,21014.08819,27150.94937,11353.29541,18567.28231,23579.48601,15366.08664,21731.63245,19925.43013,25753.90788,20879.87816,23705.53845,21048.90105,42407.94843,27387.41444,20786.05791,25783.01463,14904.46494,18034.13751,21558.40299,19436.73401,17435.47971,7979.347511,20698.32454,37026.15582,38422.98199,7985.420259,13313.93723,18265.13628,16629.53091,35433.69686,20644.41825,23016.21127,28148.37584,26075.86282,11280.39194,15982.23034,28726.45801,17375.31224,13454.41261,18742.42553,14610.16802,13657.38416,16397.98241,23610.46866,10108.26854,28937.10007,13583.75871,19024.392,13612.26704,17876.75117,15908.93894,25339.8414,15401.1032,19407.99108,17740.60383,12952.82086,7714.235702,25134.78814,9041.692483,14326.12102,9287.104841,13227.85087,19394.61036,28561.28864,22572.24467
ST302_0,199349.7296,94924.6321,82360.36674,63392.75253,119072.7409,150680.1924,97793.16476,70186.12096,83637.50628,79403.91871,97604.24173,105595.8792,123602.0475,80112.75649,89011.71331,83897.01893,70485.51031,65182.68813,85761.73623,75765.19171,97738.20348,100167.5284,67354.0605,113806.4223,62932.01129,105976.9308,87074.97926,115368.4203,95599.25842,86913.09926,98212.50242,71454.85637,79409.69862,159388.0117,89761.00233,101384.4099,73013.32465,58301.92394,110485.2434,57806.26123,69562.69852,98107.55825,93167.86968,90919.88313,84467.25432,96094.58888,77467.76385,74928.12551,86993.02986,72554.97007,93061.19381,87007.70781,70193.01826,62543.20904,98230.52026,87210.019,54285.82217,110865.5177,113532.265,63153.83569,66748.60979,56480.39395,75108.37977,99351.62809,95745.47173,106543.1314,86944.44585,103775.1289,86290.61597,79771.393,77713.78135,84167.96398,116527.5435,130945.4329,151121.4364,71112.39277,112786.294,88363.36707,163980.116,83281.87817,109022.3416,92438.54067,63075.32202,52523.25899,114366.4357,117197.6991,103685.058,67715.15561,99520.59293,109613.3363,81745.05947,137733.0009,101525.1107,96280.27584,94181.37695,108855.7609,69973.98432,77845.39007,130920.2991,113981.8997,85943.48697,102924.7018,97410.06648,130321.3109,75055.45593,103527.4653,99088.48996,112771.9998,84594.28616,90559.04315,118603.6324,156467.6483,108506.3455,149229.1099,86460.37701,113610.2958,88810.60587,120049.189,84119.30449,101276.9748,88992.43553,132928.5769,113873.8907,86794.90566,132474.5445,142109.2766,135665.8664
